source_primary,source_secondary,target
CHEBI:51209,CHEBI:94559,MONDO:0005709
CHEBI:5134,CHEBI:2950,MONDO:0005709
CHEBI:42355,CHEBI:82405,MONDO:0011438
CHEBI:15367,CHEBI:82405,MONDO:0011438
CHEBI:2666,CHEBI:8028,HP:0000713
DRUGBANK:DB10327,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10326,DRUGBANK:DB10320,MONDO:0005114
CHEBI:81862,CHEBI:64733,UMLS:C1142367
CHEBI:4631,CHEBI:4630,MONDO:0008638
CHEBI:88258,CHEBI:45924,MONDO:0005504
CHEBI:17650,CHEBI:17698,MONDO:0020347
CHEBI:17650,CHEBI:17698,MONDO:0005113
CHEBI:4631,CHEBI:28775,MONDO:0008638
CHEBI:52010,CHEBI:9667,MONDO:0025598
CHEBI:28939,CHEBI:134753,MONDO:0011786
UNII:D27V6190PM,CHEBI:6970,MONDO:0011786
CHEBI:6741,CHEBI:50275,MONDO:0004247
UMLS:C3179547,CHEBI:44185,HP:0430034
CHEBI:134880,CHEBI:39585,MONDO:0020128
CHEBI:5855,CHEBI:51209,UMLS:C0848633
CHEBI:114785,CHEBI:175901,UMLS:C5395609
UMLS:C0004599,CHEBI:8310,UMLS:C0851439
UNII:YH9K692U9S,CHEBI:31623,UMLS:C0947780
UNII:YH9K692U9S,CHEBI:31623,UMLS:C0947780
UNII:4F4X42SYQ6,CHEBI:44185,MONDO:0005821
CHEBI:94557,CHEBI:76128,UMLS:C3495832
CHEBI:85993,CHEBI:6413,NCIT:C15421
CHEBI:63791,UNII:4F4X42SYQ6,UMLS:C0862906
UMLS:C2587184,UMLS:C2369149,HP:0430034
UMLS:C0796392,CHEBI:45863,MONDO:0001944
CHEBI:3082,CHEBI:8207,MONDO:0001792
CHEBI:5778,CHEBI:9241,NCIT:C50611
CHEBI:231416,UMLS:C1541483,UMLS:C0312854
UNII:5PKM8P0G5I,UMLS:C0700346,UMLS:C0158951
CHEBI:3077,CHEBI:7507,MONDO:0025598
CHEBI:3508,CHEBI:85984,MONDO:0018944
CHEBI:46081,CHEBI:3764,MONDO:0002406
CHEBI:74460,CHEBI:34764,MONDO:0005093
CHEBI:31663,CHEBI:7507,MONDO:0005093
CHEBI:16236,CHEBI:25187,MONDO:0002406
CHEBI:85083,CHEBI:85089,MONDO:0005155
CHEBI:94607,CHEBI:135538,HP:0001945
UNII:8RW88Y506K,CHEBI:66901,MONDO:0009061
CHEBI:16914,CHEBI:134761,NCIT:C3244
CHEBI:93363,CHEBI:104017,HP:0000613
CHEBI:85993,CHEBI:31638,MONDO:0005151
UMLS:C0338204,CHEBI:45863,MONDO:0022653
CHEBI:31638,CHEBI:85993,MONDO:0005151
CHEBI:18067,CHEBI:28865,MONDO:0009211
CHEBI:49040,CHEBI:5001,MONDO:0001336
CHEBI:50815,CHEBI:16469,MONDO:0001410
UMLS:C0879427,CHEBI:178199,CHEBI:5971
CHEBI:3614,CHEBI:27373,UMLS:C0332803
CHEBI:8028,CHEBI:2666,MONDO:0005618
CHEBI:8871,CHEBI:6504,HP:0100754
CHEBI:94557,CHEBI:44445,HP:0002487
UNII:AG9MHG098Z,UNII:O43472U9X8,MONDO:0007915
CHEBI:75998,CHEBI:75045,UMLS:C5395609
CHEBI:94607,CHEBI:135538,HP:0001945
CHEBI:2549,CHEBI:3207,MONDO:0004979
UMLS:C2346801,UMLS:C1699394,MONDO:0007915
CHEBI:90926,CHEBI:31536,CHEBI:91326
CHEBI:76010,CHEBI:68606,UMLS:C0877599
CHEBI:136042,CHEBI:6801,UniProtKB:A0A8D1N440
DRUGBANK:DB15823,CHEBI:27974,UMLS:C0006852
PUBCHEM.COMPOUND:71586946,CHEBI:164200,UMLS:C3875026
CHEBI:8871,CHEBI:39867,UMLS:C2937260
CHEBI:7627,CHEBI:16469,EFO:0009573
UNII:2WU922TK3L,UNII:K6BUU8J72P,MONDO:0005155
CHEBI:42355,CHEBI:15367,MONDO:0006607
CHEBI:3614,CHEBI:187892,HP:0002015
CHEBI:2668,CHEBI:38545,UMLS:C0522060
CHEBI:68642,CHEBI:8382,UMLS:C0242656
CHEBI:7862,CHEBI:9468,MONDO:0005821
CHEBI:125354,UMLS:C0210630,MONDO:0005062
CHEBI:135598,CHEBI:33353,MONDO:0005267
CHEBI:135611,CHEBI:17824,NCIT:C34938
DRUGBANK:DB11330,UMLS:C0982025,MONDO:0010604
CHEBI:16469,CHEBI:231594,MONDO:0001889
CHEBI:17698,CHEBI:41879,MONDO:0006668
UMLS:C3541379,CHEBI:28971,MONDO:0005113
CHEBI:6456,CHEBI:204928,MONDO:0005113
CHEBI:28971,CHEBI:49566,MONDO:0005113
CHEBI:17650,CHEBI:17698,MONDO:0021201
CHEBI:39561,CHEBI:135611,UMLS:C0043255
CHEBI:309594,CHEBI:31624,NCIT:C51220
CHEBI:32139,CHEBI:77260,MONDO:0001126
CHEBI:6970,CHEBI:16914,MONDO:0005083
CHEBI:4470,CHEBI:30769,MONDO:0005709
CHEBI:135047,CHEBI:46195,UMLS:C0281856
CHEBI:46195,PUBCHEM.COMPOUND:160883,MONDO:0004868
CHEBI:16914,CHEBI:34764,MONDO:0017474
CHEBI:8378,CHEBI:194135,MONDO:0005504
CHEBI:95178,CHEBI:3611,HP:0002487
CHEBI:8378,CHEBI:9468,MONDO:0007498
CHEBI:48947,CHEBI:472657,MONDO:0005297
CHEBI:36560,DRUGBANK:DB11111,HP:0000958
CHEBI:9667,CHEBI:4754,MONDO:0006552
UNII:O880NM097T,CHEBI:4027,MONDO:0019124
CHEBI:7507,CHEBI:3001,MONDO:0006525
CHEBI:8232,CHEBI:9421,UMLS:C4727977
CHEBI:230905,CHEBI:31638,MONDO:0000618
CHEBI:51209,CHEBI:6538,MONDO:0005271
UNII:39IS23Q1EW,CHEBI:50131,MONDO:0018881
UNII:2R04ONI662,CHEBI:36773,UMLS:C0281856
CHEBI:27306,CHEBI:6709,MONDO:0002317
CHEBI:77260,CHEBI:32139,MONDO:0001957
CHEBI:63925,CHEBI:9599,NCIT:C50611
CHEBI:76612,UNII:4F4X42SYQ6,UMLS:C5395609
CHEBI:62984,CHEBI:8357,HP:0002027
CHEBI:15354,CHEBI:27732,HP:0002027
CHEBI:68579,CHEBI:15365,MONDO:0006716
CHEBI:4653,CHEBI:15365,MONDO:0005098
UNII:3U02EL437C,CHEBI:6923,MONDO:0100128
CHEBI:9332,CHEBI:45924,MONDO:0015766
UMLS:C5432263,UMLS:C5432264,MONDO:0005821
DRUGBANK:DB16613,PUBCHEM.COMPOUND:3467,MONDO:0008064
UNII:5UW00M8KR0,UNII:R17X820ROL,MONDO:0007263
CHEBI:8378,CHEBI:17698,MONDO:0006547
CHEBI:52010,CHEBI:81717,MONDO:0006547
CHEBI:8357,CHEBI:17650,MONDO:0005093
CHEBI:31415,CHEBI:28674,MONDO:0001718
CHEBI:28674,CHEBI:31625,MONDO:0001718
CHEBI:16914,CHEBI:34764,MONDO:0006570
CHEBI:16914,CHEBI:3001,MONDO:0006570
CHEBI:16336,CHEBI:9142,UMLS:C0006434
CHEBI:5855,CHEBI:5779,NCIT:C27003
CHEBI:75037,CHEBI:5134,MONDO:0004979
CHEBI:48213,CHEBI:48220,MONDO:0004777
CHEBI:47381,CHEBI:6456,MONDO:0021167
CHEBI:94563,CHEBI:32914,MONDO:0004777
CHEBI:10082,PUBCHEM.COMPOUND:657309,MONDO:0005091
CHEBI:5551,CHEBI:28177,MONDO:0005002
CHEBI:94449,CHEBI:5147,MONDO:0005002
CHEBI:9449,CHEBI:5551,MONDO:0005002
CHEBI:48947,CHEBI:472657,NCBITaxon:584
CHEBI:6456,CHEBI:110423,MONDO:0010837
CHEBI:17698,CHEBI:41879,MONDO:0020283
CHEBI:116735,CHEBI:3614,MONDO:0006723
CHEBI:16469,CHEBI:17026,HP:0000869
CHEBI:45863,CHEBI:28748,UMLS:C0278488
CHEBI:134729,CHEBI:31515,MONDO:0007186
CHEBI:2676,CHEBI:48947,UMLS:C0852351
CHEBI:64187,CHEBI:15765,MONDO:0014231
CHEBI:15640,CHEBI:29034,UMLS:C0156847
CHEBI:75832,CHEBI:27470,HP:0100507
CHEBI:8378,CHEBI:9468,RXCUI:1430114
UNII:23OW28RS7P,CHEBI:4309,MONDO:0100073
CHEBI:74460,CHEBI:17650,UMLS:C0040250
CHEBI:27363,CHEBI:18248,UMLS:C0235950
CHEBI:135611,UNII:B1QE5P712K,MONDO:0006733
DRUGBANK:DB14161,CHEBI:16347,MONDO:0005452
CHEBI:53448,CHEBI:135611,MONDO:0006733
CHEBI:25107,CHEBI:22984,UMLS:C0392519
CHEBI:36560,CHEBI:7660,MONDO:0000879
CHEBI:190513,CHEBI:27300,UMLS:C0392519
CHEBI:3311,UNII:472LWJ3Y9N,UMLS:C0392519
CHEBI:28864,CHEBI:47381,UMLS:C4551678
CHEBI:51450,CHEBI:41879,UMLS:C4551678
CHEBI:9321,CHEBI:28971,UMLS:C1112209
CHEBI:3374,CHEBI:44445,NCIT:C3244
CHEBI:52010,CHEBI:8093,MONDO:0005324
CHEBI:5551,CHEBI:51209,MONDO:0005324
CHEBI:52010,CHEBI:9667,MONDO:0005324
UNII:RUU8G67GQM,CHEBI:16914,UMLS:C0009938
CHEBI:16914,CHEBI:16199,MONDO:0006590
UMLS:C0010682,CHEBI:46905,HP:0030807
UMLS:C0071214,UMLS:C1372952,MONDO:0005608
UMLS:C0083858,UMLS:C2724167,NCBITaxon:333760
CHEBI:63611,CHEBI:6129,UMLS:C0549436
CHEBI:478164,UNII:80VUN7L00C,MONDO:0100338
CHEBI:88258,CHEBI:45924,MONDO:0004652
CHEBI:6888,CHEBI:6456,MONDO:0001875
CHEBI:75832,CHEBI:18385,MONDO:0001357
CHEBI:9321,CHEBI:28971,UMLS:C0729565
CHEBI:190509,CHEBI:3697,UMLS:C0729565
CHEBI:52010,PUBCHEM.COMPOUND:4786,MONDO:0005812
CHEBI:5959,CHEBI:5778,UniProtKB:O75175
CHEBI:3611,CHEBI:3743,MONDO:0005052
CHEBI:94557,CHEBI:44445,UMLS:C1611174
CHEBI:70708,CHEBI:16469,HP:0000132
CHEBI:50785,CHEBI:4903,HP:0000132
CHEBI:95178,CHEBI:3611,MONDO:0005052
UMLS:C0111046,DRUGBANK:DB14016,MONDO:0001684
CHEBI:31932,CHEBI:2668,MONDO:0005044
PUBCHEM.COMPOUND:135484651,CHEBI:29034,UMLS:C0240066
CHEBI:5778,CHEBI:6904,MONDO:0005044
CHEBI:5778,CHEBI:61058,MONDO:0005044
CHEBI:77733,CHEBI:9649,MONDO:0005044
CHEBI:3309,CHEBI:28741,MONDO:0005349
CHEBI:6762,CHEBI:17650,HP:0000989
CHEBI:17548,CHEBI:32139,MONDO:0007186
CHEBI:102484,CHEBI:42355,HP:0000371
CHEBI:2676,CHEBI:48947,HP:0000371
CHEBI:3504,CHEBI:48947,HP:0000371
CHEBI:28741,CHEBI:63043,MONDO:0004059
UMLS:C2346820,UMLS:C3827149,MONDO:0005012
PUBCHEM.COMPOUND:139291139,UNII:95D580798S,MONDO:0002203
CHEBI:135636,CHEBI:17015,MONDO:0006676
CHEBI:3374,CHEBI:44445,MONDO:0002183
CHEBI:9667,CHEBI:7507,HP:0033120
CHEBI:5551,CHEBI:52010,MONDO:0005271
CHEBI:90943,CHEBI:63616,UMLS:C0278987
CHEBI:31498,CHEBI:6532,NCIT:C78213
CHEBI:31625,CHEBI:28674,UMLS:C1096278
CHEBI:32914,CHEBI:6456,UMLS:C0700184
CHEBI:94559,CHEBI:51209,HP:0001742
CHEBI:46195,CHEBI:4909,HP:0100607
CHEBI:116735,CHEBI:3614,MONDO:0001039
CHEBI:52010,CHEBI:81717,HP:0001742
CHEBI:27594,CHEBI:31498,UMLS:C0001707
CHEBI:31498,UNII:6V88E24N5T,MONDO:0007721
CHEBI:5134,CHEBI:64064,MONDO:0003781
CHEBI:63791,CHEBI:41879,MONDO:0009693
CHEBI:41879,CHEBI:52010,MONDO:0019085
DRUGBANK:DB10293,DRUGBANK:DB10297,UMLS:C3495859
CHEBI:45409,CHEBI:37924,MONDO:0005109
CHEBI:2549,CHEBI:5106,MONDO:0004849
CHEBI:4754,CHEBI:9667,MONDO:0021340
CHEBI:5280,CHEBI:8378,UMLS:C0851772
CHEBI:8378,CHEBI:5280,UMLS:C0851772
CHEBI:25187,DRUGBANK:DB11082,MONDO:0006608
CHEBI:16914,CHEBI:78320,MONDO:0001795
CHEBI:31498,CHEBI:6532,HP:0033589
CHEBI:47381,CHEBI:8768,NCIT:C34887
CHEBI:85994,UNII:DPT0O3T46P,MONDO:0005086
CHEBI:27306,CHEBI:17439,MONDO:0020696
CHEBI:22652,UNII:C3B9R0E116,HP:0012735
DRUGBANK:DB13194,CHEBI:16714,HP:0012735
CHEBI:4470,CHEBI:5551,HP:0012735
CHEBI:4470,CHEBI:48220,HP:0012735
CHEBI:4636,CHEBI:8093,HP:0012735
CHEBI:9667,CHEBI:7507,MONDO:0006702
CHEBI:145371,UNII:8L7891MRB6,MONDO:0005012
CHEBI:134731,CHEBI:6801,MONDO:0005148
CHEBI:135581,CHEBI:135581,MONDO:0002137
UNII:B1QE5P712K,CHEBI:34674,UMLS:C0948595
CHEBI:63616,CHEBI:27899,MONDO:0005233
CHEBI:291342,CHEBI:50730,MONDO:0011786
CHEBI:39548,CHEBI:2668,MONDO:0005439
CHEBI:9667,CHEBI:17630,MONDO:0004980
CHEBI:7507,CHEBI:34764,MONDO:0004980
CHEBI:8310,UMLS:C0004599,MONDO:0020944
CHEBI:52010,CHEBI:8093,HP:0000989
UMLS:C0041499,CHEBI:116735,MONDO:0002508
CHEBI:94563,CHEBI:32914,MONDO:0002508
CHEBI:74460,CHEBI:17650,MONDO:0002406
CHEBI:31498,CHEBI:94458,HP:0002027
CHEBI:46195,CHEBI:8069,HP:0001945
CHEBI:93363,CHEBI:41879,MONDO:0003799
CHEBI:3614,CHEBI:39561,MONDO:0005230
CHEBI:51209,CHEBI:4470,HP:0031246
CHEBI:7789,CHEBI:6717,HP:0001945
CHEBI:8093,CHEBI:5855,HP:0001945
CHEBI:31992,CHEBI:46195,HP:0012531
PUBCHEM.COMPOUND:160883,CHEBI:5855,HP:0012531
CHEBI:50785,CHEBI:4903,HP:0012531
CHEBI:47381,CHEBI:6456,HP:0002829
CHEBI:9599,CHEBI:63925,MONDO:0006875
CHEBI:22469,PUBCHEM.COMPOUND:2758,MONDO:0002258
CHEBI:27732,CHEBI:46195,HP:0012531
CHEBI:31498,CHEBI:4514,UMLS:C0877664
CHEBI:25187,DRUGBANK:DB11082,NCIT:C50743
CHEBI:16199,CHEBI:17650,MONDO:0005480
CHEBI:2549,CHEBI:135590,MONDO:0008487
UMLS:C0041499,CHEBI:116735,UMLS:C0729771
CHEBI:38545,CHEBI:2668,UMLS:C1320716
CHEBI:15365,CHEBI:63618,UMLS:C1320716
CHEBI:4636,CHEBI:8093,MONDO:0005709
CHEBI:15640,CHEBI:29034,MONDO:0001700
CHEBI:31498,CHEBI:518413,HP:0032155
CHEBI:3764,CHEBI:41879,MONDO:0005915
CHEBI:42355,CHEBI:31174,MONDO:0011438
CHEBI:6413,CHEBI:230905,MONDO:0000618
CHEBI:63632,CHEBI:27899,MONDO:0002974
CHEBI:2500,CHEBI:16914,UMLS:C0543612
CHEBI:28864,CHEBI:41879,MONDO:0005504
CHEBI:85089,CHEBI:85083,MONDO:0005155
CHEBI:5778,CHEBI:9241,NCIT:C50611
UMLS:C0120107,CHEBI:5132,UMLS:C0034525
UMLS:C2369149,UMLS:C2587184,HP:0430034
CHEBI:68579,CHEBI:15365,UMLS:C0376297
PUBCHEM.COMPOUND:71586946,CHEBI:164200,MONDO:0100226
CHEBI:3310,CHEBI:31793,UMLS:C2585811
CHEBI:4653,CHEBI:10033,UMLS:C0919822
CHEBI:3077,PUBCHEM.COMPOUND:3467,MONDO:0004795
CHEBI:50838,CHEBI:16469,MONDO:0006004
UNII:3U02EL437C,CHEBI:82981,MONDO:0007019
CHEBI:291342,CHEBI:51209,CHEBI:7862
CHEBI:2618,CHEBI:15765,MONDO:0004901
CHEBI:94559,CHEBI:50730,MONDO:0011786
CHEBI:46081,CHEBI:6923,MONDO:0002406
CHEBI:34764,CHEBI:74460,MONDO:0005093
UNII:2WU922TK3L,UNII:K6BUU8J72P,MONDO:0005155
CHEBI:64318,CHEBI:4822,UMLS:C0522613
CHEBI:75045,CHEBI:75998,NCIT:C35529
UNII:3ZO554A4Q8,CHEBI:44423,MONDO:0003664
UMLS:C0378942,CHEBI:44185,MONDO:0020546
CHEBI:94607,CHEBI:135538,HP:0001945
CHEBI:2549,CHEBI:5551,HP:0030828
CHEBI:114785,CHEBI:175901,UMLS:C5395609
UNII:PQX0D8J21J,CHEBI:80630,CHEBI:5971
UMLS:C2346820,UMLS:C1367202,MONDO:0031219
CHEBI:85993,CHEBI:31638,MONDO:0005151
CHEBI:18248,UNII:6897GXD6OE,MONDO:0001357
CHEBI:41879,CHEBI:63598,NCIT:C3137
UNII:2J3H5C81A5,CHEBI:9907,UNII:V9G7HR5L1Q
CHEBI:94557,CHEBI:44445,HP:0002487
CHEBI:75179,CHEBI:90879,UMLS:C0338204
CHEBI:26710,CHEBI:32588,HP:0001944
UNII:K6BUU8J72P,UNII:2WU922TK3L,MONDO:0005155
CHEBI:39548,CHEBI:2668,MONDO:0005010
CHEBI:5551,CHEBI:15407,MONDO:0001358
CHEBI:28177,CHEBI:17234,MONDO:0001358
CHEBI:63628,CHEBI:45409,MONDO:0005414
CHEBI:27306,CHEBI:6709,HP:0002017
UMLS:C0021735,CHEBI:63580,MONDO:0005155
CHEBI:16199,CHEBI:17650,UMLS:C0549201
CHEBI:74460,CHEBI:17650,UMLS:C0151217
CHEBI:38545,CHEBI:2668,MONDO:0011374
CHEBI:15940,CHEBI:40303,CHEBI:165446
CHEBI:94557,CHEBI:76128,HP:0003418
CHEBI:85083,CHEBI:63580,MONDO:0005155
CHEBI:85083,CHEBI:85089,MONDO:0005155
CHEBI:45409,CHEBI:170007,EFO:0009573
UMLS:C5418027,UNII:N7Q9NLF11I,MONDO:0003778
DRUGBANK:DB10293,DRUGBANK:DB10297,MONDO:0005441
UMLS:C2353893,CHEBI:44185,MONDO:0011849
CHEBI:16469,CHEBI:231594,MONDO:0005387
CHEBI:7627,CHEBI:16469,CHEBI:41922
CHEBI:59732,CHEBI:53691,NCIT:C35135
CHEBI:6810,CHEBI:4046,HP:0004325
CHEBI:3614,CHEBI:39561,UMLS:C0583781
CHEBI:16469,CHEBI:31527,GO:0042697
CHEBI:17754,CHEBI:39561,UMLS:C0021564
CHEBI:82557,CHEBI:63599,MONDO:0018881
CHEBI:125354,UMLS:C0210630,UMLS:C1698088
CHEBI:31623,PUBCHEM.COMPOUND:3467,MONDO:0004863
CHEBI:134719,CHEBI:9421,MONDO:0100338
CHEBI:6456,CHEBI:3515,MONDO:0005113
UMLS:C0041499,CHEBI:116735,UMLS:C0555971
CHEBI:5130,CHEBI:94557,UMLS:C0699896
CHEBI:74500,CHEBI:135624,MONDO:0002406
UNII:JSV288Q5CV,DRUGBANK:DB17095,MONDO:0100130
CHEBI:7507,CHEBI:8378,MONDO:0011438
CHEBI:16914,CHEBI:34764,MONDO:0020944
CHEBI:17650,CHEBI:46859,UMLS:C4286025
CHEBI:31623,CHEBI:42355,MONDO:0005230
CHEBI:3504,CHEBI:48947,HP:0002783
UNII:YH9K692U9S,CHEBI:31623,MONDO:0006533
CHEBI:94557,CHEBI:44445,MONDO:0019735
CHEBI:4464,CHEBI:46195,MONDO:0005709
CHEBI:46195,CHEBI:8093,MONDO:0005709
CHEBI:8093,CHEBI:5855,MONDO:0005709
UNII:RUU8G67GQM,CHEBI:16914,MONDO:0001786
CHEBI:116735,CHEBI:3614,MONDO:0005113
UNII:O880NM097T,UNII:4F4X42SYQ6,MONDO:0019124
CHEBI:6456,CHEBI:9142,MONDO:0021839
CHEBI:135624,CHEBI:83667,MONDO:0002406
CHEBI:7627,CHEBI:4903,MONDO:0006004
CHEBI:27306,CHEBI:6709,MONDO:0002317
CHEBI:6909,CHEBI:16199,MONDO:0002406
CHEBI:32139,CHEBI:77260,MONDO:0001957
UMLS:C1699394,MESH:C558471,HP:0005363
CHEBI:9599,CHEBI:63925,NCIT:C50611
UNII:492M3I304T,CHEBI:8426,MONDO:0016358
CHEBI:62984,CHEBI:8357,HP:0002027
CHEBI:75832,CHEBI:27470,MONDO:0002280
DRUGBANK:DB15823,CHEBI:27974,RXCUI:1089111
CHEBI:34683,CHEBI:34683,MONDO:0002203
CHEBI:36560,DRUGBANK:DB11111,UMLS:C0332687
CHEBI:5001,CHEBI:9150,MONDO:0002928
CHEBI:133021,CHEBI:2038,UMLS:C0796611
CHEBI:27306,CHEBI:17439,MONDO:0008599
CHEBI:34911,CHEBI:6078,MONDO:0004525
CHEBI:5855,CHEBI:46195,UMLS:C0234251
CHEBI:28674,CHEBI:31625,MONDO:0005844
CHEBI:7507,CHEBI:34764,MONDO:0006570
CHEBI:2549,CHEBI:28177,MONDO:0004979
CHEBI:3001,CHEBI:2549,MONDO:0004979
CHEBI:50749,CHEBI:3077,UMLS:C0263361
CHEBI:32687,CHEBI:39098,MONDO:0003472
CHEBI:8455,CHEBI:575568,MONDO:0005920
CHEBI:7507,CHEBI:8378,MONDO:0004605
CHEBI:7507,CHEBI:205919,MONDO:0004605
CHEBI:90951,CHEBI:66901,MONDO:0009061
CHEBI:94714,CHEBI:28939,MONDO:0005002
CHEBI:5050,CHEBI:51209,MONDO:0005091
CHEBI:95178,CHEBI:3611,MONDO:0005001
UMLS:C0030909,CHEBI:16015,MONDO:0005001
CHEBI:41879,CHEBI:28864,MONDO:0005441
CHEBI:17698,CHEBI:41879,MONDO:0020283
CHEBI:3614,CHEBI:187892,MONDO:0006723
CHEBI:46195,CHEBI:31783,MONDO:0005306
CHEBI:78320,CHEBI:16914,MONDO:0007758
UNII:K6BUU8J72P,UNII:2WU922TK3L,UMLS:C4049418
CHEBI:85089,CHEBI:85083,UMLS:C4049418
CHEBI:2549,CHEBI:5106,MONDO:0100470
UMLS:C3641122,UMLS:C1948073,MONDO:0007256
CHEBI:9332,CHEBI:45924,MONDO:0017776
CHEBI:30746,CHEBI:16914,MONDO:0005984
CHEBI:45924,CHEBI:9332,MONDO:0017776
CHEBI:3504,CHEBI:48947,MONDO:0021201
CHEBI:36578,CHEBI:47519,MONDO:0006609
PUBCHEM.COMPOUND:135484651,CHEBI:29034,HP:0100507
CHEBI:3077,CHEBI:50749,MONDO:0009848
UMLS:C0041499,CHEBI:93363,UMLS:C1262006
UNII:YH9K692U9S,CHEBI:31623,MONDO:0006004
CHEBI:8080,CHEBI:63631,MONDO:0011122
CHEBI:31608,CHEBI:29708,UMLS:C0235950
CHEBI:28674,CHEBI:91591,MONDO:0005551
CHEBI:26710,CHEBI:32588,MONDO:0006919
PUBCHEM.COMPOUND:5284632,CHEBI:10056,MONDO:0005090
CHEBI:223316,CHEBI:91231,MONDO:0005920
CHEBI:17650,CHEBI:6456,MONDO:0004872
CHEBI:3614,CHEBI:187892,UMLS:C0011389
CHEBI:3614,CHEBI:33118,UMLS:C4551678
CHEBI:116735,CHEBI:17650,MONDO:0004872
CHEBI:5551,CHEBI:52010,MONDO:0005324
CHEBI:15765,CHEBI:39585,MONDO:0005391
CHEBI:64312,CHEBI:31687,MONDO:0007089
CHEBI:9667,CHEBI:47381,MONDO:0006723
CHEBI:3183,CHEBI:8093,MONDO:0005324
CHEBI:135598,CHEBI:32139,MONDO:0700081
CHEBI:478164,CHEBI:6909,UMLS:C1112209
UMLS:C0796392,CHEBI:80630,UMLS:C4721579
CHEBI:3077,CHEBI:63845,MONDO:0004902
CHEBI:46195,CHEBI:28939,MONDO:0005709
UMLS:C0071214,NCBIGene:213,HP:0003075
CHEBI:17650,CHEBI:6456,HP:0012390
CHEBI:3374,CHEBI:44445,MONDO:0002471
CHEBI:17650,CHEBI:46859,HP:0012390
CHEBI:46195,CHEBI:51209,MONDO:0005961
CHEBI:47381,CHEBI:8768,MONDO:0005393
CHEBI:2549,CHEBI:5106,UMLS:C1319018
CHEBI:135180,CHEBI:7660,MONDO:0005993
CHEBI:4392,CHEBI:17076,MONDO:0005683
CHEBI:7459,CHEBI:182080,UMLS:C0278140
CHEBI:53579,CHEBI:84116,NCIT:C78302
CHEBI:46195,CHEBI:22652,MONDO:0005812
CHEBI:135735,CHEBI:135849,MONDO:0001162
CHEBI:9927,CHEBI:2668,HP:0002757
CHEBI:18248,CHEBI:34674,CHEBI:18248
CHEBI:5959,CHEBI:5778,HP:0002757
CHEBI:3743,CHEBI:3611,MONDO:0005052
UMLS:C0717758,CHEBI:44185,MONDO:0008383
CHEBI:31932,CHEBI:2668,MONDO:0005044
CHEBI:28775,CHEBI:4631,HP:0025017
CHEBI:8499,CHEBI:5778,MONDO:0005044
CHEBI:3614,CHEBI:94563,MONDO:0002508
CHEBI:135499,CHEBI:9671,MONDO:0005044
UNII:YH9K692U9S,CHEBI:31623,MONDO:0003014
CHEBI:90851,CHEBI:63637,MONDO:0005012
CHEBI:17924,CHEBI:534,MONDO:0002203
CHEBI:17015,CHEBI:18385,MONDO:0006676
UMLS:C1948073,UMLS:C3641122,UMLS:C0278987
CHEBI:2676,CHEBI:48947,MONDO:0001039
CHEBI:3743,CHEBI:3611,MONDO:0004247
CHEBI:51380,CHEBI:27306,HP:0002013
CHEBI:8768,CHEBI:31515,HP:0002013
DRUGBANK:DB16536,CHEBI:3087,HP:0032674
UNII:DPT0O3T46P,CHEBI:66910,MONDO:0002367
UMLS:C0041499,CHEBI:94725,MONDO:0001039
CHEBI:50785,CHEBI:4903,HP:0100607
CHEBI:5088,CHEBI:135538,HP:0100607
CHEBI:104017,CHEBI:8093,HP:0001742
CHEBI:8093,CHEBI:94559,HP:0001742
CHEBI:52010,CHEBI:51209,HP:0001742
CHEBI:4636,CHEBI:51209,HP:0001742
CHEBI:5551,CHEBI:51209,HP:0001742
CHEBI:6538,CHEBI:51209,HP:0001742
CHEBI:135610,CHEBI:8654,MONDO:0004664
CHEBI:9667,CHEBI:17630,MONDO:0005492
CHEBI:6970,CHEBI:29013,UMLS:C0162817
UNII:EUT3557RT5,CHEBI:50381,MONDO:0018982
CHEBI:81862,CHEBI:64733,HP:0012405
CHEBI:47381,CHEBI:6456,HP:0032510
DRUGBANK:DB15794,CHEBI:46859,MONDO:0043653
CHEBI:16914,CHEBI:16199,HP:0040189
CHEBI:17234,CHEBI:32588,UMLS:C0947897
CHEBI:367163,CHEBI:45409,MONDO:0005109
CHEBI:17568,CHEBI:32188,MONDO:0008903
CHEBI:107736,CHEBI:31498,HP:0002017
CHEBI:5551,CHEBI:15407,MONDO:0004849
UMLS:C1367202,UMLS:C2346820,MONDO:0002691
CHEBI:7507,CHEBI:81712,UMLS:C1302752
CHEBI:7507,CHEBI:17650,MONDO:0004592
CHEBI:64318,CHEBI:27732,UMLS:C0042376
CHEBI:131526,CHEBI:29385,MONDO:0006608
CHEBI:74460,CHEBI:17650,UMLS:C0241873
CHEBI:48947,CHEBI:472657,MONDO:0005441
CHEBI:12777,CHEBI:18145,HP:0100513
CHEBI:31498,CHEBI:135811,HP:0033589
CHEBI:27306,CHEBI:18405,MONDO:0004574
CHEBI:46195,CHEBI:31783,NCIT:C34887
CHEBI:5130,CHEBI:94557,NCIT:C34887
DRUGBANK:DB11082,CHEBI:15676,MONDO:0006608
CHEBI:74460,CHEBI:17650,MONDO:0002922
DRUGBANK:DB15649,CHEBI:39561,MONDO:0006733
CHEBI:77032,CHEBI:4470,HP:0012735
PUBCHEM.COMPOUND:71586946,CHEBI:164200,MONDO:0002040
